RUN	aswes1b.downloadRoutes30	downloadroutes30	1588530943032	 	3.3.1
USER	downloadRoutes	7	END	1588530955906	1588531113789
REQUEST	15		request_114	1588531103884	1588531113885	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	14		request_114	1588531104132	1588531114134	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	15		request_115	1588531104206	1588531114207	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	16		request_105	1588531105510	1588531115511	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	16		request_106	1588531105530	1588531115532	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	24		request_315	1588531105817	1588531115819	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	12		request_324	1588531106607	1588531116608	KO	i.n.c.ConnectTimeoutException: connection timed out: solid.community/165.227.231.225:443
USER	downloadRoutes	12	END	1588530965906	1588531116609
REQUEST	17		request_97	1588531107045	1588531117046	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	13		request_98	1588531107381	1588531117383	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	13		request_99	1588531107489	1588531117490	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	16		request_107	1588531107499	1588531117500	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	13		request_100	1588531107523	1588531117524	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	17		request_98	1588531107564	1588531117565	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	13		request_101	1588531107625	1588531117626	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	13		request_102	1588531107657	1588531117658	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	5		request_98	1588531107668	1588531117670	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	19		request_37	1588531107704	1588531117710	KO	i.n.c.ConnectTimeoutException: connection timed out: b.tile.openstreetmap.org/46.226.108.71:443
REQUEST	19		request_41	1588531107704	1588531117711	KO	i.n.c.ConnectTimeoutException: connection timed out: b.tile.openstreetmap.org/46.226.108.71:443
REQUEST	19		request_44	1588531107705	1588531117711	KO	i.n.c.ConnectTimeoutException: connection timed out: b.tile.openstreetmap.org/46.226.108.71:443
REQUEST	19		request_45	1588531107705	1588531117711	KO	i.n.c.ConnectTimeoutException: connection timed out: b.tile.openstreetmap.org/46.226.108.71:443
REQUEST	19		request_33	1588531107705	1588531117711	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	19		request_36	1588531107705	1588531117711	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	19		request_38	1588531107706	1588531117712	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	19		request_40	1588531107706	1588531117712	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	19		request_42	1588531107706	1588531117712	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	19		request_32	1588531107707	1588531117712	KO	i.n.c.ConnectTimeoutException: connection timed out: c.tile.openstreetmap.org/46.226.108.71:443
REQUEST	19		request_34	1588531107707	1588531117712	KO	i.n.c.ConnectTimeoutException: connection timed out: c.tile.openstreetmap.org/46.226.108.71:443
REQUEST	19		request_35	1588531107707	1588531117713	KO	i.n.c.ConnectTimeoutException: connection timed out: c.tile.openstreetmap.org/46.226.108.71:443
REQUEST	19		request_39	1588531107707	1588531117713	KO	i.n.c.ConnectTimeoutException: connection timed out: c.tile.openstreetmap.org/46.226.108.71:443
REQUEST	19		request_43	1588531107708	1588531117713	KO	i.n.c.ConnectTimeoutException: connection timed out: c.tile.openstreetmap.org/46.226.108.71:443
REQUEST	16		request_108	1588531107867	1588531117869	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	5		request_99	1588531108000	1588531118002	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	14		request_115	1588531108015	1588531118017	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	16		request_109	1588531108183	1588531118184	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	16		request_110	1588531108250	1588531118251	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	14		request_116	1588531108269	1588531118270	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	17		request_99	1588531108389	1588531118390	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	5		request_100	1588531108505	1588531118506	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	5		request_101	1588531108570	1588531118571	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	23		request_37	1588531108624	1588531118628	KO	i.n.c.ConnectTimeoutException: connection timed out: b.tile.openstreetmap.org/46.226.108.71:443
REQUEST	23		request_41	1588531108624	1588531118629	KO	i.n.c.ConnectTimeoutException: connection timed out: b.tile.openstreetmap.org/46.226.108.71:443
REQUEST	23		request_44	1588531108624	1588531118629	KO	i.n.c.ConnectTimeoutException: connection timed out: b.tile.openstreetmap.org/46.226.108.71:443
REQUEST	23		request_45	1588531108624	1588531118629	KO	i.n.c.ConnectTimeoutException: connection timed out: b.tile.openstreetmap.org/46.226.108.71:443
REQUEST	23		request_33	1588531108625	1588531118629	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	23		request_36	1588531108625	1588531118629	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	23		request_38	1588531108625	1588531118630	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	23		request_40	1588531108625	1588531118630	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	23		request_42	1588531108626	1588531118630	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	23		request_32	1588531108626	1588531118630	KO	i.n.c.ConnectTimeoutException: connection timed out: c.tile.openstreetmap.org/46.226.108.71:443
REQUEST	23		request_34	1588531108626	1588531118630	KO	i.n.c.ConnectTimeoutException: connection timed out: c.tile.openstreetmap.org/46.226.108.71:443
REQUEST	23		request_35	1588531108626	1588531118630	KO	i.n.c.ConnectTimeoutException: connection timed out: c.tile.openstreetmap.org/46.226.108.71:443
REQUEST	23		request_39	1588531108627	1588531118630	KO	i.n.c.ConnectTimeoutException: connection timed out: c.tile.openstreetmap.org/46.226.108.71:443
REQUEST	23		request_43	1588531108627	1588531118630	KO	i.n.c.ConnectTimeoutException: connection timed out: c.tile.openstreetmap.org/46.226.108.71:443
REQUEST	15		request_116	1588531109465	1588531119467	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	17		request_100	1588531109632	1588531119634	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	14		request_117	1588531109689	1588531119691	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	25		request_46	1588531109777	1588531119779	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	14		request_118	1588531109799	1588531119800	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	15		request_117	1588531110163	1588531120165	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	17		request_101	1588531110292	1588531120293	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	14		request_119	1588531111172	1588531121173	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	17		request_102	1588531111430	1588531121432	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	15		request_118	1588531111766	1588531121769	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	5		request_102	1588531111775	1588531121777	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	26		request_324	1588531112347	1588531122347	KO	i.n.c.ConnectTimeoutException: connection timed out: solid.community/165.227.231.225:443
USER	downloadRoutes	26	END	1588530993906	1588531122348
REQUEST	13		request_103	1588531112465	1588531122466	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	5		request_103	1588531112548	1588531122549	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	15		request_119	1588531113375	1588531123377	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	15		request_120	1588531113885	1588531123886	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	14		request_120	1588531114134	1588531124135	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	15		request_121	1588531114207	1588531124208	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	16		request_111	1588531115512	1588531125513	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	16		request_112	1588531115532	1588531125533	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	28		request_315	1588531116777	1588531126779	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	17		request_103	1588531117046	1588531127048	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	13		request_104	1588531117383	1588531127384	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	13		request_105	1588531117490	1588531127492	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	16		request_113	1588531117500	1588531127502	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	13		request_106	1588531117525	1588531127526	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	17		request_104	1588531117566	1588531127567	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	13		request_107	1588531117626	1588531127628	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	13		request_108	1588531117659	1588531127660	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	5		request_104	1588531117670	1588531127671	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	16		request_114	1588531117869	1588531127870	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	5		request_105	1588531118002	1588531128003	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	14		request_121	1588531118018	1588531128019	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	16		request_115	1588531118184	1588531128186	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	16		request_116	1588531118252	1588531128253	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	14		request_122	1588531118270	1588531128272	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	17		request_105	1588531118390	1588531128391	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	5		request_106	1588531118506	1588531128507	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	5		request_107	1588531118571	1588531128573	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	19		request_46	1588531118716	1588531128718	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	24		request_324	1588531118817	1588531128820	KO	i.n.c.ConnectTimeoutException: connection timed out: solid.community/165.227.231.225:443
USER	downloadRoutes	24	END	1588530989907	1588531128820
REQUEST	15		request_122	1588531119467	1588531129468	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	17		request_106	1588531119634	1588531129635	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	23		request_46	1588531119636	1588531129638	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	14		request_123	1588531119691	1588531129693	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	14		request_124	1588531119800	1588531129801	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	15		request_123	1588531120165	1588531130166	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	17		request_107	1588531120293	1588531130295	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	14		request_126	1588531121175	1588531131176	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	17		request_108	1588531121432	1588531131433	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	15		request_124	1588531121769	1588531131772	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	5		request_108	1588531121777	1588531131779	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	13		request_109	1588531122466	1588531132468	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	5		request_109	1588531122550	1588531132551	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	25		request_315	1588531122787	1588531132789	KO	i.n.c.ConnectTimeoutException: connection timed out: a.tile.openstreetmap.org/46.226.108.71:443
REQUEST	15		request_126	1588531123377	1588531133378	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	15		request_127	1588531123886	1588531133888	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	14		request_127	1588531124135	1588531134136	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	15		request_128	1588531124208	1588531134209	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	16		request_117	1588531125513	1588531135514	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	16		request_118	1588531125533	1588531135535	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	17		request_109	1588531127049	1588531137051	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	13		request_110	1588531127385	1588531137386	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	13		request_111	1588531127492	1588531137493	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	16		request_119	1588531127502	1588531137503	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	13		request_112	1588531127526	1588531137528	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	17		request_110	1588531127567	1588531137568	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	13		request_113	1588531127628	1588531137629	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	13		request_114	1588531127660	1588531137661	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	5		request_110	1588531127672	1588531137673	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	16		request_120	1588531127871	1588531137872	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	5		request_111	1588531128003	1588531138005	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	14		request_128	1588531128019	1588531138021	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	16		request_121	1588531128186	1588531138187	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	16		request_122	1588531128253	1588531138254	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	14		request_129	1588531128272	1588531138273	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	17		request_111	1588531128391	1588531138392	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	5		request_112	1588531128508	1588531138509	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	5		request_113	1588531128573	1588531138575	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	15		request_129	1588531129468	1588531139470	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	17		request_112	1588531129636	1588531139637	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	14		request_130	1588531129693	1588531139694	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	28		request_324	1588531129777	1588531139778	KO	i.n.c.ConnectTimeoutException: connection timed out: solid.community/165.227.231.225:443
USER	downloadRoutes	28	END	1588530997906	1588531139779
REQUEST	14		request_131	1588531129801	1588531139803	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	15		request_130	1588531130167	1588531140167	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	17		request_113	1588531130295	1588531140296	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	14		request_132	1588531131176	1588531141177	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	17		request_114	1588531131434	1588531141435	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	15		request_131	1588531131772	1588531141774	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	5		request_114	1588531131779	1588531141780	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	13		request_115	1588531132468	1588531142469	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	5		request_115	1588531132551	1588531142553	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	15		request_132	1588531133378	1588531143380	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	15		request_133	1588531133888	1588531143890	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	14		request_133	1588531134136	1588531144137	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	15		request_134	1588531134209	1588531144210	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	16		request_123	1588531135515	1588531145515	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	16		request_124	1588531135535	1588531145536	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	25		request_324	1588531135786	1588531145788	KO	i.n.c.ConnectTimeoutException: connection timed out: solid.community/165.227.231.225:443
USER	downloadRoutes	25	END	1588530991906	1588531145788
REQUEST	17		request_115	1588531137051	1588531147053	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	13		request_116	1588531137386	1588531147387	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	13		request_117	1588531137494	1588531147495	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	16		request_125	1588531137503	1588531147504	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	13		request_118	1588531137528	1588531147529	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	17		request_116	1588531137568	1588531147570	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	13		request_119	1588531137629	1588531147631	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	13		request_120	1588531137662	1588531147663	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	5		request_116	1588531137673	1588531147675	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	16		request_126	1588531137873	1588531147874	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	5		request_117	1588531138005	1588531148006	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	14		request_134	1588531138021	1588531148023	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	16		request_127	1588531138187	1588531148188	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	16		request_128	1588531138254	1588531148256	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	14		request_135	1588531138273	1588531148274	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	17		request_117	1588531138393	1588531148394	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	5		request_118	1588531138509	1588531148510	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	5		request_119	1588531138575	1588531148576	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	15		request_135	1588531139470	1588531149471	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	17		request_118	1588531139637	1588531149639	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	14		request_136	1588531139694	1588531149696	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	14		request_137	1588531139803	1588531149804	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	15		request_136	1588531140168	1588531150169	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	17		request_119	1588531140296	1588531150297	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	14		request_138	1588531141178	1588531151179	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	17		request_120	1588531141435	1588531151436	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	15		request_137	1588531141774	1588531151776	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	5		request_120	1588531141781	1588531151782	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	13		request_121	1588531142469	1588531152471	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	5		request_121	1588531142553	1588531152555	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	19		request_315	1588531131717	1588531152604	OK	 
REQUEST	23		request_315	1588531132637	1588531153278	OK	 
REQUEST	15		request_138	1588531143380	1588531153382	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	15		request_139	1588531143890	1588531153892	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	14		request_139	1588531144138	1588531154138	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	15		request_140	1588531144210	1588531154211	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	16		request_129	1588531145516	1588531155517	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	16		request_130	1588531145536	1588531155537	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	17		request_121	1588531147053	1588531157055	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	13		request_122	1588531147388	1588531157389	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	13		request_123	1588531147495	1588531157496	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	16		request_131	1588531147504	1588531157505	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
